Countries,Year,ACO2E,C02IACP,CBT,CC,CO2EFC,COBT,COP,CP,EBT,EC,EP,GBT,GC,GP,OBT,OC,OP,SETE,SREEP,SWSEP,TEBT,TEC,TEIGDP,TEP,Orgs
Latin America,2001,2.0,196,-23.2,47.0,1214,-199.1,543,70.0,1.0,779,976,0.4,141,138.0,-19.6,289,328,14.9,14.9,0.9,-241,606,98,871,Other
Latin America,2002,1.95,197,-16.9,47.0,1222,-196.2,534,64.0,1.0,804,1006,3.1,150,149.0,-15.2,283,317,15.1,15.1,0.8,-227,628,101,875,Other
Latin America,2003,1.93,197,-22.4,52.0,1246,-205.1,538,75.0,-3.0,858,1061,-1.8,164,163.0,-11.5,277,313,15.8,15.8,0.9,-244,646,102,913,Other
Latin America,2004,1.94,194,-28.8,52.0,1303,-208.7,559,80.0,-1.0,901,1108,-0.5,176,175.0,-22.2,290,335,15.8,15.8,0.9,-265,670,100,957,Other
Latin America,2005,1.94,191,-29.8,56.0,1344,-215.2,569,87.0,0.0,938,1158,-3.9,182,179.0,-18.2,298,326,16.0,16.0,0.9,-272,694,99,982,Other
Latin America,2006,1.94,187,-37.2,58.0,1385,-217.6,568,94.0,2.0,980,1209,-7.1,192,193.0,-4.2,304,332,16.1,16.1,0.9,-268,716,97,1005,Other
Latin America,2007,1.93,182,-37.7,58.0,1423,-194.5,551,99.0,1.0,1026,1262,-8.1,193,197.0,6.3,319,331,16.3,16.3,0.9,-236,738,94,1001,Other
Latin America,2008,1.92,179,-39.0,58.0,1456,-191.4,548,100.0,1.0,1060,1304,-5.1,200,200.0,13.7,324,336,16.5,16.5,0.9,-228,756,93,1013,Other
Latin America,2009,1.93,179,-41.6,53.0,1424,-178.9,531,96.0,3.0,1063,1309,-5.5,196,197.0,5.3,317,331,16.9,16.9,1.0,-222,738,92,987,Other
Latin America,2010,1.94,180,-35.4,64.0,1522,-206.9,539,99.0,0.0,1126,1376,0.9,215,211.0,42.3,336,314,16.5,16.5,1.1,-202,785,93,1011,Other
Latin America,2011,1.98,180,-40.5,71.0,1585,-206.6,546,114.0,1.0,1182,1445,2.7,219,213.0,42.5,347,324,16.8,16.8,1.1,-204,801,91,1033,Other
Latin America,2012,1.99,181,-45.9,70.0,1641,-208.1,541,114.0,2.0,1232,1497,10.7,231,219.0,56.9,358,325,17.2,17.2,1.4,-187,826,91,1037,Other
Latin America,2013,1.96,180,-34.8,76.0,1682,-194.2,541,114.0,1.0,1276,1533,17.3,234,222.0,57.8,362,332,17.4,17.4,1.6,-157,859,92,1045,Other
Latin America,2014,1.97,179,-46.9,76.0,1689,-204.6,543,118.0,0.0,1291,1532,23.0,241,223.0,61.8,361,329,17.6,17.6,2.3,-167,857,91,1046,Other
Latin America,2015,1.98,177,-29.0,79.0,1681,-211.5,532,108.0,0.0,1314,1581,31.7,246,219.0,66.6,350,312,18.1,18.1,3.3,-148,851,90,1026,Other
Latin America,2016,1.96,175,-39.6,73.0,1649,-211.3,506,114.0,1.0,1326,1594,34.1,242,212.0,81.9,346,293,18.3,18.3,4.4,-138,839,89,1003,Other
Latin America,2017,1.95,171,-56.0,72.0,1628,-210.8,478,110.0,2.0,1332,1602,34.7,244,208.0,101.3,339,272,18.3,18.3,5.3,-128,835,88,974,Other
Latin America,2018,1.91,164,-37.8,69.0,1571,-195.2,439,103.0,2.0,1350,1656,41.7,241,209.0,100.5,323,252,18.9,18.9,6.9,-93,821,86,935,Other
Latin America,2019,1.89,163,-26.3,69.0,1558,-188.0,419,101.0,0.0,1361,1645,37.6,231,206.0,119.1,325,234,19.0,19.0,8.7,-61,825,86,912,Other
Latin America,2020,1.77,154,-31.8,62.0,1370,-185.4,394,64.0,5.0,1319,1588,52.3,211,186.0,89.8,281,212,20.0,20.0,9.4,-77,775,87,847,Other
Latin America,2021,1.84,159,-11.3,66.0,1505,-169.8,395,68.0,4.0,1383,1664,71.1,222,179.0,110.4,321,233,19.4,19.4,11.1,-12,817,86,840,Other
Latin America,2022,1.84,158,-17.6,58.0,1548,-166.6,411,67.0,-14.0,1409,1695,54.1,211,186.0,119.4,346,252,18.5,18.5,12.7,-19,840,86,888,Other
Malaysia,1990,2.39,273,2.2,2.0,51,-20.3,30,0.0,0.0,20,23,-10.3,8,18.0,2.0,12,10,12.8,12.8,0.0,-26,21,114,48,Other
Malaysia,1991,2.33,301,2.1,2.0,61,-21.0,31,0.0,0.0,22,27,-9.8,12,22.0,3.3,13,10,13.1,13.1,0.0,-25,26,129,52,Other
Malaysia,1992,2.22,290,2.3,3.0,64,-21.5,32,0.0,0.0,26,29,-9.8,13,23.0,3.8,14,10,13.6,13.6,0.0,-25,29,131,53,Other
Malaysia,1993,2.23,288,1.7,2.0,70,-17.8,32,0.0,0.0,28,35,-11.7,12,25.0,4.2,15,11,13.8,13.8,0.0,-23,32,129,55,Other
Malaysia,1994,2.39,283,2.1,2.0,75,-17.0,33,0.0,0.0,34,39,-12.5,15,25.0,2.3,15,14,15.3,15.3,0.0,-24,32,119,57,Other
Malaysia,1995,2.4,282,2.4,3.0,82,-17.1,36,0.0,0.0,39,45,-14.5,14,29.0,0.1,18,18,15.4,15.4,0.0,-28,34,117,64,Other
Malaysia,1996,2.45,289,3.1,3.0,93,-15.2,36,0.0,0.0,44,51,-19.8,17,36.0,-0.3,19,19,15.9,15.9,0.0,-31,38,118,70,Other
Malaysia,1997,2.26,290,2.3,3.0,100,-13.8,36,0.0,0.0,51,58,-21.0,20,41.0,2.4,20,17,17.1,17.1,0.0,-28,44,128,74,Other
Malaysia,1998,2.41,314,2.4,3.0,100,-15.9,36,0.0,0.0,53,61,-21.2,20,42.0,2.1,18,18,18.4,18.4,0.0,-31,42,130,74,Other
Malaysia,1999,2.57,320,2.1,3.0,109,-14.3,33,0.0,0.0,56,65,-19.3,23,43.0,1.2,19,19,18.0,18.0,0.0,-29,42,125,73,Other
Malaysia,2000,2.43,319,3.1,4.0,118,-9.1,31,0.0,0.0,61,69,-21.1,27,50.0,-1.9,19,22,18.1,18.1,0.0,-27,48,131,77,Other
Malaysia,2001,2.43,333,4.2,5.0,124,-8.4,33,1.0,0.0,65,71,-21.1,29,49.0,-2.0,20,23,18.2,18.2,0.0,-26,51,137,78,Other
Malaysia,2002,2.48,332,5.4,6.0,130,-10.3,35,0.0,0.0,69,74,-22.4,29,51.0,-0.9,21,22,18.2,18.2,0.0,-27,52,134,81,Other
Malaysia,2003,2.42,328,5.4,8.0,136,-10.2,37,0.0,0.0,73,78,-22.4,30,53.0,-1.9,20,23,18.7,18.7,0.0,-28,56,135,85,Other
Malaysia,2004,2.47,338,8.5,11.0,149,-10.5,38,0.0,-1.0,77,82,-27.4,32,60.0,0.0,21,23,18.3,18.3,0.0,-29,60,137,92,Other
Malaysia,2005,2.41,341,10.4,11.0,159,-10.3,37,1.0,-2.0,81,83,-27.9,37,66.0,-0.5,21,23,18.6,18.6,0.0,-28,66,142,96,Other
Malaysia,2006,2.5,337,10.7,11.0,166,-8.7,35,1.0,-2.0,85,90,-24.7,39,65.0,-1.8,22,24,18.5,18.5,0.0,-25,66,135,93,Other
Malaysia,2007,2.61,353,12.9,14.0,184,-7.0,35,1.0,-2.0,89,98,-23.3,41,64.0,-1.5,25,27,17.5,17.5,0.0,-21,71,135,93,Other
Malaysia,2008,2.61,356,15.1,16.0,195,-6.1,35,1.0,0.0,93,98,-22.8,45,68.0,-2.4,24,28,18.1,18.1,0.0,-19,75,137,96,Other
Malaysia,2009,2.48,325,14.3,17.0,175,-6.1,33,2.0,0.0,103,116,-23.4,38,62.0,-1.1,23,26,22.2,22.2,0.0,-18,71,131,90,Other
Malaysia,2010,2.64,334,20.6,23.0,194,-8.7,34,2.0,0.0,111,125,-23.5,37,60.0,1.8,24,23,22.8,22.8,0.0,-14,73,127,89,Other
Malaysia,2011,2.62,327,21.7,23.0,199,-2.0,30,3.0,0.0,112,129,-24.9,37,62.0,2.1,27,26,22.0,22.0,0.0,-7,76,125,87,Other
Malaysia,2012,2.61,315,22.2,25.0,203,-1.7,31,3.0,0.0,121,134,-22.6,38,61.0,-1.3,25,27,22.2,22.2,0.0,-8,77,120,87,Other
Malaysia,2013,2.54,328,21.5,24.0,221,-1.5,29,3.0,0.0,127,138,-23.7,45,69.0,7.0,28,25,20.7,20.7,0.1,-1,87,129,92,Other
Malaysia,2014,2.57,320,21.6,24.0,228,-1.8,30,3.0,0.0,128,147,-24.3,45,70.0,7.4,29,24,21.2,21.2,0.2,-1,89,124,94,Other
Malaysia,2015,2.68,304,25.2,28.0,228,-7.3,33,3.0,0.0,133,150,-24.1,44,69.0,3.7,27,25,22.5,22.5,0.2,-8,85,113,96,Other
Malaysia,2016,2.57,290,27.2,30.0,228,-5.4,35,2.0,-1.0,144,157,-25.4,42,68.0,2.8,28,26,22.5,22.5,0.2,-7,88,113,97,Other
Malaysia,2017,2.64,293,29.8,33.0,243,-4.4,34,3.0,-1.0,147,164,-28.3,46,75.0,2.0,28,28,21.0,21.0,0.2,-8,92,111,103,Other
Malaysia,2018,2.62,283,32.9,35.0,246,-5.4,33,3.0,-1.0,153,171,-24.1,46,70.0,3.4,28,26,21.0,21.0,0.3,-2,94,108,99,Other
Malaysia,2019,2.58,275,31.1,33.0,250,-1.9,31,3.0,-2.0,159,178,-26.3,46,73.0,5.5,29,24,21.2,21.2,0.8,0,97,106,100,Other
Malaysia,2020,2.66,288,31.1,37.0,247,-1.9,28,3.0,-2.0,152,183,-24.7,43,67.0,5.2,27,23,21.6,21.6,1.3,1,93,108,92,Other
Malaysia,2021,2.63,287,29.7,35.0,254,-2.7,26,3.0,-1.0,156,187,-27.9,45,72.0,4.9,30,27,21.0,21.0,1.5,-3,96,109,95,Other
Malaysia,2022,2.66,276,29.3,35.0,265,5.0,24,3.0,-1.0,165,194,-29.7,47,76.0,5.0,33,28,20.9,20.9,1.7,3,100,104,97,Other
Mexico,1990,2.14,222,0.3,7.0,265,-69.4,151,7.0,-1.0,100,116,0.4,26,26.0,0.4,69,72,10.2,10.2,4.4,-70,124,104,196,Other
Mexico,1991,2.19,229,0.1,7.0,284,-74.6,158,6.0,-1.0,103,129,1.7,28,25.0,2.3,74,74,9.8,9.8,4.2,-73,130,105,204,Other
Mexico,1992,2.19,223,0.8,7.0,286,-74.7,158,6.0,-1.0,106,133,2.6,28,25.0,2.6,74,74,10.1,10.1,4.4,-71,131,102,203,Other
Mexico,1993,2.22,226,0.8,9.0,296,-73.1,159,7.0,-1.0,110,136,0.9,30,26.0,1.4,77,77,10.4,10.4,4.3,-72,133,102,207,Other
Mexico,1994,2.35,233,0.9,10.0,321,-70.7,158,9.0,-1.0,118,147,1.1,31,27.0,4.2,84,80,10.7,10.7,3.8,-66,136,99,206,Other
Mexico,1995,2.3,236,1.3,11.0,304,-70.5,154,9.0,-1.0,123,152,1.6,31,27.0,0.8,77,76,11.5,11.5,3.7,-69,132,102,204,Other
Mexico,1996,2.35,231,1.3,13.0,317,-80.0,161,10.0,0.0,111,158,0.5,33,30.0,4.2,78,75,10.5,10.5,3.6,-76,135,98,214,Other
Mexico,1997,2.33,225,1.8,12.0,330,-89.5,169,10.0,1.0,120,167,0.7,35,33.0,9.3,81,75,11.4,11.4,3.3,-81,142,96,226,Other
Mexico,1998,2.42,228,1.8,13.0,353,-90.3,173,11.0,1.0,129,182,1.2,40,35.0,10.1,85,76,11.7,11.7,3.1,-77,146,94,226,Other
Mexico,1999,2.3,217,2.7,13.0,345,-82.6,167,10.0,1.0,137,192,0.3,39,36.0,11.4,84,73,12.4,12.4,2.9,-71,150,94,225,Other
Mexico,2000,2.45,221,3.1,13.0,369,-91.3,169,11.0,1.0,148,206,2.7,42,37.0,16.1,88,72,12.9,12.9,2.9,-72,151,90,229,Other
Mexico,2001,2.39,223,3.8,15.0,371,-92.4,176,11.0,0.0,151,214,3.7,42,36.0,13.5,87,73,13.4,13.4,2.6,-74,155,93,234,Other
Mexico,2002,2.4,227,6.3,16.0,377,-96.5,179,11.0,0.0,155,218,7.5,48,37.0,10.4,83,74,13.6,13.6,2.5,-78,157,95,239,Other
Mexico,2003,2.36,236,7.8,19.0,397,-104.4,190,12.0,-1.0,177,236,10.3,54,39.0,8.9,83,77,15.0,15.0,2.7,-87,168,100,258,Other
Mexico,2004,2.36,231,4.7,17.0,404,-104.9,191,13.0,-1.0,187,238,11.6,56,41.0,10.6,86,78,15.1,15.1,2.8,-88,171,98,264,Other
Mexico,2005,2.32,234,7.7,22.0,420,-99.8,188,13.0,-2.0,195,251,9.1,55,43.0,13.3,88,76,15.2,15.2,2.9,-80,181,101,264,Other
Mexico,2006,2.38,233,8.0,23.0,437,-98.7,183,15.0,-1.0,199,258,10.2,62,48.0,14.8,88,76,14.8,14.8,2.6,-75,184,98,262,Other
Mexico,2007,2.41,230,5.6,21.0,440,-89.0,173,16.0,-1.0,208,265,9.9,65,50.0,18.1,91,74,15.3,15.3,2.9,-63,183,96,251,Other
Mexico,2008,2.37,225,4.8,19.0,436,-74.3,157,14.0,-1.0,215,269,12.3,67,50.0,19.5,90,73,15.3,15.3,2.7,-48,184,95,237,Other
Mexico,2009,2.4,236,6.2,19.0,432,-64.5,146,13.0,-1.0,211,268,12.7,67,51.0,13.3,87,74,15.8,15.8,2.7,-42,180,98,224,Other
Mexico,2010,2.5,231,8.1,24.0,446,-71.2,145,15.0,-1.0,221,276,14.4,70,51.0,19.1,88,69,15.7,15.7,2.9,-40,179,93,223,Other
Mexico,2011,2.48,232,7.5,26.0,464,-70.0,143,20.0,-1.0,239,303,17.6,73,49.0,22.8,90,67,16.6,16.6,2.7,-33,187,94,224,Other
Mexico,2012,2.43,225,7.0,23.0,467,-65.7,143,16.0,1.0,253,307,23.1,76,47.0,24.1,89,68,17.7,17.7,3.1,-23,192,93,219,Other
Mexico,2013,2.39,218,7.9,24.0,458,-62.4,141,15.0,0.0,247,297,26.8,73,46.0,18.8,88,70,17.2,17.2,3.5,-20,192,92,216,Other
Mexico,2014,2.35,205,8.0,23.0,444,-59.4,136,15.0,-1.0,257,301,28.8,75,45.0,19.0,85,67,18.1,18.1,4.2,-15,188,87,209,Other
Mexico,2015,2.44,202,8.4,24.0,451,-59.5,127,11.0,-1.0,262,311,36.4,78,42.0,23.6,84,61,18.3,18.3,4.9,-2,185,83,190,Other
Mexico,2016,2.47,200,9.4,22.0,457,-62.7,120,13.0,0.0,274,321,43.0,80,37.0,31.7,86,55,18.8,18.8,5.3,9,185,81,180,Other
Mexico,2017,2.53,195,11.4,22.0,456,-61.8,109,12.0,0.0,276,322,43.3,82,32.0,41.2,84,48,18.8,18.8,5.4,21,181,77,165,Other
Mexico,2018,2.31,179,10.4,19.0,426,-62.8,102,11.0,1.0,278,358,52.5,79,33.0,44.7,77,37,20.4,20.4,8.9,31,185,77,160,Other
Mexico,2019,2.36,181,10.7,18.0,432,-58.9,95,9.0,1.0,284,344,48.7,74,32.0,45.6,82,35,20.5,20.5,12.4,34,183,77,150,Other
Mexico,2020,2.07,165,6.8,13.0,360,-59.0,95,7.0,4.0,263,315,60.1,70,32.0,34.8,66,35,22.8,22.8,10.9,30,174,80,148,Other
Mexico,2021,2.16,173,8.5,12.0,396,-53.4,95,5.0,2.0,271,326,63.6,70,29.0,37.0,80,43,21.2,21.2,11.6,42,183,80,145,Other
Mexico,2022,2.33,185,11.5,16.0,438,-49.7,96,5.0,1.0,277,334,60.9,69,31.0,37.9,91,49,19.4,19.4,10.9,46,188,79,147,Other
Middle-East,1990,2.64,295,4.2,5.0,589,-601.2,845,1.0,0.0,213,244,-5.1,86,91.0,-82.9,133,219,10.9,10.9,0.0,-700,223,111,940,OPEC
Middle-East,1991,2.55,288,4.6,6.0,604,-607.2,841,1.0,-1.0,213,246,-6.1,91,96.0,-60.0,134,206,10.5,10.5,0.0,-683,236,113,940,OPEC
Middle-East,1992,2.55,301,6.1,7.0,676,-657.7,932,1.0,-1.0,243,280,-3.8,100,103.0,-78.8,148,233,10.7,10.7,0.0,-750,265,118,1038,OPEC
Middle-East,1993,2.52,316,6.0,8.0,724,-691.9,984,2.0,-1.0,267,309,-3.1,112,115.0,-84.7,153,248,11.4,11.4,0.0,-791,288,125,1102,OPEC
Middle-East,1994,2.53,338,6.8,8.0,793,-665.1,990,1.0,-1.0,284,330,-4.1,126,130.0,-104.9,162,274,11.2,11.2,0.0,-786,313,133,1120,OPEC
Middle-East,1995,2.53,337,7.7,9.0,811,-668.1,1000,2.0,-1.0,297,346,-6.6,133,139.0,-107.3,163,277,11.4,11.4,0.0,-793,321,133,1138,OPEC
Middle-East,1996,2.58,332,8.0,10.0,841,-664.5,1003,1.0,-1.0,315,366,-6.7,137,144.0,-118.1,170,291,11.6,11.6,0.0,-800,326,129,1146,OPEC
Middle-East,1997,2.55,339,9.7,11.0,889,-693.0,1049,1.0,-1.0,332,390,-9.5,148,158.0,-120.4,172,298,11.8,11.8,0.0,-833,348,133,1205,OPEC
Middle-East,1998,2.54,326,10.5,12.0,894,-753.9,1105,2.0,-1.0,360,422,-9.1,158,167.0,-120.0,177,305,12.3,12.3,0.0,-894,352,128,1269,OPEC
Middle-East,1999,2.51,332,10.7,12.0,917,-713.1,1072,2.0,-1.0,382,446,-15.0,168,183.0,-131.0,185,317,12.8,12.8,0.0,-870,365,132,1249,OPEC
Middle-East,2000,2.54,329,11.1,13.0,968,-779.4,1139,2.0,-1.0,400,472,-21.1,175,196.0,-118.2,200,317,12.5,12.5,0.0,-930,381,129,1329,OPEC
Middle-East,2001,2.46,344,12.4,14.0,1023,-751.5,1115,2.0,0.0,422,500,-25.9,187,213.0,-103.8,209,318,12.5,12.5,0.0,-890,415,139,1319,OPEC
Middle-East,2002,2.45,353,13.8,15.0,1067,-673.3,1046,1.0,0.0,447,533,-29.2,202,232.0,-102.5,218,327,12.8,12.8,0.0,-811,435,144,1265,OPEC
Middle-East,2003,2.49,345,13.5,15.0,1098,-744.8,1130,2.0,0.0,474,563,-32.4,215,249.0,-113.8,221,337,13.2,13.2,0.0,-899,440,138,1364,OPEC
Middle-East,2004,2.54,336,14.0,16.0,1165,-809.2,1197,2.0,1.0,501,598,-37.0,235,276.0,-115.2,230,346,13.3,13.3,0.0,-971,459,133,1456,OPEC
Middle-East,2005,2.51,342,14.1,16.0,1242,-840.3,1239,2.0,-1.0,527,645,-44.1,255,302.0,-110.6,245,356,13.1,13.1,0.0,-1004,495,136,1523,OPEC
Middle-East,2006,2.52,345,14.2,16.0,1320,-845.3,1250,2.0,1.0,568,690,-47.5,279,328.0,-96.9,260,359,13.1,13.1,0.0,-998,523,137,1556,OPEC
Middle-East,2007,2.52,345,14.9,17.0,1388,-830.8,1230,2.0,1.0,595,733,-49.1,302,354.0,-82.1,266,351,13.0,13.0,0.0,-971,551,137,1559,OPEC
Middle-East,2008,2.47,352,14.4,16.0,1478,-853.5,1274,2.0,-2.0,634,779,-52.2,332,385.0,-79.1,282,370,13.1,13.1,0.1,-995,599,143,1629,OPEC
Middle-East,2009,2.47,363,13.2,15.0,1529,-748.8,1183,2.0,-1.0,667,813,-60.6,343,404.0,-81.0,283,367,13.1,13.1,0.1,-898,620,147,1553,OPEC
Middle-East,2010,2.47,362,14.8,16.0,1604,-757.7,1212,2.0,-1.0,738,888,-90.7,375,467.0,-96.0,285,385,13.8,13.8,0.0,-949,648,146,1637,OPEC
Middle-East,2011,2.5,353,14.6,16.0,1657,-867.7,1321,2.0,0.0,761,916,-117.8,396,509.0,-100.5,290,392,13.7,13.7,0.1,-1090,663,141,1785,OPEC
Middle-East,2012,2.48,366,17.5,19.0,1730,-856.5,1329,1.0,-1.0,824,977,-124.3,412,533.0,-93.9,312,403,14.2,14.2,0.1,-1076,698,148,1814,OPEC
Middle-East,2013,2.5,371,16.8,18.0,1766,-858.7,1321,2.0,0.0,862,1013,-127.6,425,551.0,-89.2,317,400,14.6,14.6,0.1,-1077,708,149,1823,OPEC
Middle-East,2014,2.45,373,15.3,18.0,1832,-836.1,1329,1.0,2.0,923,1082,-123.1,452,567.0,-89.0,319,406,14.9,14.9,0.2,-1050,748,153,1843,OPEC
Middle-East,2015,2.43,371,14.8,17.0,1855,-870.9,1379,2.0,6.0,937,1134,-112.8,481,585.0,-110.0,309,423,14.9,14.9,0.2,-1099,764,153,1909,OPEC
Middle-East,2016,2.39,359,12.6,15.0,1869,-986.8,1509,2.0,4.0,981,1172,-115.1,502,607.0,-133.1,306,439,15.4,15.4,0.3,-1245,781,150,2062,OPEC
Middle-East,2017,2.36,362,12.7,15.0,1896,-931.0,1467,2.0,2.0,1015,1225,-115.0,514,624.0,-141.2,311,445,15.9,15.9,0.4,-1196,804,153,2034,OPEC
Middle-East,2018,2.32,355,11.4,14.0,1879,-937.0,1483,2.0,12.0,1029,1239,-118.4,518,635.0,-147.2,308,458,16.1,16.1,0.6,-1212,810,153,2060,OPEC
Middle-East,2019,2.33,356,11.7,15.0,1900,-873.2,1401,2.0,25.0,1037,1269,-124.5,533,654.0,-138.6,306,445,15.9,15.9,1.0,-1141,815,153,1992,OPEC
Middle-East,2020,2.3,358,11.5,14.0,1838,-801.5,1290,2.0,8.0,1035,1277,-122.0,537,659.0,-123.0,282,400,16.6,16.6,1.3,-1052,798,156,1883,OPEC
Middle-East,2021,2.3,356,10.7,14.0,1892,-784.8,1314,2.0,10.0,1088,1331,-129.1,550,679.0,-147.0,296,441,16.8,16.8,1.7,-1066,823,155,1926,OPEC
Middle-East,2022,2.34,355,10.7,14.0,1995,-903.9,1480,2.0,11.0,1135,1389,-159.0,561,701.0,-152.6,317,475,16.6,16.6,1.9,-1219,852,151,2117,OPEC
Netherlands,1990,2.5,325,12.4,13.0,168,47.4,4,0.0,9.0,74,72,-33.2,44,76.0,-15.2,22,49,11.2,11.2,0.3,19,67,130,61,Other
Netherlands,1991,2.51,330,11.5,11.0,175,51.3,4,0.0,9.0,76,74,-38.1,49,86.0,-18.0,21,53,11.1,11.1,0.3,16,70,131,68,Other
Netherlands,1992,2.51,321,11.4,11.0,173,54.9,4,0.0,9.0,78,77,-39.9,48,86.0,-20.3,22,55,11.5,11.5,0.5,16,69,128,68,Other
Netherlands,1993,2.51,325,11.4,11.0,177,54.9,4,0.0,10.0,79,77,-40.2,49,88.0,-21.0,21,55,11.5,11.5,0.5,15,71,129,69,Other
Netherlands,1994,2.52,317,12.6,13.0,178,54.6,5,0.0,11.0,83,80,-37.0,48,84.0,-19.9,22,55,11.9,11.9,0.6,19,71,126,67,Other
Netherlands,1995,2.48,312,14.0,14.0,181,58.3,4,0.0,11.0,84,81,-36.8,49,85.0,-24.7,23,59,11.8,11.8,0.7,18,73,126,67,Other
Netherlands,1996,2.48,317,13.4,14.0,190,60.1,3,0.0,11.0,87,85,-43.1,54,96.0,-23.4,24,61,11.5,11.5,0.8,16,77,128,75,Other
Netherlands,1997,2.47,295,13.9,14.0,185,59.8,3,0.0,13.0,90,87,-35.2,51,85.0,-21.7,24,60,12.4,12.4,0.8,23,75,119,67,Other
Netherlands,1998,2.46,282,14.0,14.0,185,61.3,3,0.0,12.0,94,91,-31.7,50,81.0,-23.0,24,62,12.9,12.9,0.9,26,75,115,64,Other
Netherlands,1999,2.43,261,11.6,12.0,180,58.2,3,0.0,18.0,96,87,-27.3,49,76.0,-20.2,24,58,13.2,13.2,1.0,28,74,107,60,Other
Netherlands,2000,2.42,252,12.6,13.0,181,59.4,3,0.0,19.0,99,90,-24.0,49,74.0,-17.3,23,59,13.6,13.6,1.2,35,75,104,58,Other
Netherlands,2001,2.42,253,13.5,13.0,186,59.9,2,0.0,17.0,101,94,-28.1,50,78.0,-17.7,24,58,13.6,13.6,1.2,33,77,105,61,Other
Netherlands,2002,2.42,255,13.4,13.0,188,53.8,3,0.0,16.0,102,96,-25.7,50,76.0,-12.4,24,54,13.7,13.7,1.2,33,77,105,61,Other
Netherlands,2003,2.37,259,13.6,14.0,191,56.1,3,0.0,17.0,104,97,-22.6,50,73.0,-13.1,26,56,13.4,13.4,1.6,38,80,109,59,Other
Netherlands,2004,2.38,257,13.6,14.0,193,59.1,3,0.0,16.0,106,101,-34.7,51,86.0,-13.2,26,58,13.6,13.6,2.1,32,81,108,68,Other
Netherlands,2005,2.38,247,13.0,13.0,190,60.3,2,0.0,18.0,108,100,-29.2,50,78.0,-13.0,26,59,14.0,14.0,2.4,38,80,104,62,Other
Netherlands,2006,2.35,234,12.2,12.0,186,59.0,2,0.0,21.0,110,99,-29.5,48,77.0,-10.5,26,58,14.3,14.3,3.0,38,79,100,61,Other
Netherlands,2007,2.36,226,13.6,13.0,186,57.0,3,0.0,18.0,112,105,-29.6,47,74.0,-9.7,26,56,14.8,14.8,3.5,37,79,96,60,Other
Netherlands,2008,2.37,220,12.7,13.0,185,57.0,2,0.0,16.0,113,108,-35.3,49,85.0,-9.2,25,56,14.9,14.9,4.1,33,78,93,68,Other
Netherlands,2009,2.34,222,11.8,12.0,180,57.0,2,0.0,5.0,109,114,-29.9,50,79.0,-12.0,24,55,14.7,14.7,4.2,32,77,95,63,Other
Netherlands,2010,2.34,235,12.2,12.0,192,59.0,2,0.0,3.0,112,119,-33.8,56,90.0,-15.4,25,58,13.9,13.9,3.5,28,82,100,71,Other
Netherlands,2011,2.35,216,12.0,12.0,180,56.5,2,0.0,9.0,113,114,-33.3,49,83.0,-13.8,24,57,15.0,15.0,4.7,28,77,92,66,Other
Netherlands,2012,2.32,216,13.0,13.0,178,57.0,2,0.0,17.0,109,103,-35.5,47,82.0,-12.9,25,57,14.4,14.4,5.2,29,77,93,66,Other
Netherlands,2013,2.33,213,12.8,13.0,176,54.2,2,0.0,18.0,110,102,-40.5,47,87.0,-12.8,23,55,14.7,14.7,6.1,22,75,91,70,Other
Netherlands,2014,2.38,202,15.0,15.0,168,53.6,2,0.0,15.0,107,103,-30.4,41,72.0,-14.8,23,57,15.5,15.5,6.5,27,71,85,60,Other
Netherlands,2015,2.42,206,17.4,18.0,175,59.0,2,0.0,9.0,110,110,-14.6,41,55.0,-16.0,23,59,15.7,15.7,9.1,44,72,85,48,Other
Netherlands,2016,2.39,203,16.4,17.0,177,60.2,2,0.0,5.0,111,115,-13.7,42,53.0,-19.8,24,60,15.4,15.4,9.6,41,74,85,46,Other
Netherlands,2017,2.32,194,14.9,15.0,174,59.4,1,0.0,4.0,111,117,-1.9,44,46.0,-20.8,25,60,15.3,15.3,12.2,47,75,84,41,Other
Netherlands,2018,2.3,184,13.1,13.0,169,60.6,1,0.0,8.0,114,114,6.4,43,39.0,-21.7,24,61,15.7,15.7,13.0,53,73,80,37,Other
Netherlands,2019,2.26,174,10.4,10.0,162,62.4,1,0.0,1.0,113,121,11.8,45,33.0,-21.4,24,62,16.1,16.1,14.4,56,72,77,33,Other
Netherlands,2020,2.11,163,5.8,6.0,147,55.9,1,0.0,-3.0,111,123,19.8,44,24.0,-17.6,23,55,16.5,16.5,19.8,57,69,77,27,Other
Netherlands,2021,2.16,164,8.9,9.0,155,57.2,1,0.0,0.0,112,122,14.2,42,22.0,-24.1,23,59,16.2,16.2,24.6,50,72,76,26,Other
Netherlands,2022,2.2,141,9.1,9.0,139,61.8,1,0.0,-4.0,108,122,21.0,33,18.0,-18.4,22,58,17.8,17.8,32.2,64,63,64,25,Other
New Zealand,1990,1.55,254,-0.3,2.0,22,2.3,3,3.0,0.0,29,33,0.0,5,5.0,0.0,4,5,24.8,24.8,6.7,2,14,164,13,Other
New Zealand,1991,1.57,263,-0.6,2.0,22,2.3,3,3.0,0.0,29,34,0.0,5,5.0,0.1,4,5,25.0,25.0,7.0,2,14,168,13,Other
New Zealand,1992,1.63,278,-0.8,3.0,24,2.3,3,3.0,0.0,29,33,0.0,6,6.0,0.3,4,5,24.1,24.1,7.0,2,15,171,13,Other
